quick_name,quick_slug,quick_url,quick_address,quick_address_line1,quick_postal_code,quick_city,quick_phone,quick_latitude,quick_longitude,quick_halal_status,quick_halal_certifier,quick_halal_evidence,top_halal_restaurant_id,top_halal_legacy_wp_id,top_halal_name,top_halal_address_line1,top_halal_postal_code,top_halal_city,top_halal_phone,top_halal_latitude,top_halal_longitude,match_status,match_score,differences,proposed_actions,checked_at
"Quick Marseille Grand Littoral",marseille-grand-littoral,https://www.quick.fr/restaurants/marseille-grand-littoral,"C.C. Grand Littoral BP 105, 11 AVENUE DE SAINT-ANTOINE, 13015 MARSEILLE","C.C. Grand Littoral BP 105 11 AVENUE DE SAINT-ANTOINE",13015,MARSEILLE,,43.364112,5.349451,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",3637,17097,"Le Petit Prince","Avenue de saint antoine",13015,Marseille,,43.3624340,5.3495855,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Pau Faculté",pau-faculte,https://www.quick.fr/restaurants/pau-faculte,"129 Boulevard Lucien Favre, 64000 PAU","129 Boulevard Lucien Favre",64000,PAU,,43.318656,-0.361656,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Mulhouse Dornach",mulhouse-dornach,https://www.quick.fr/restaurants/mulhouse-dornach,"236 RUE DE BELFORT, 68200 MULHOUSE","236 RUE DE BELFORT",68200,MULHOUSE,,47.738753715293,7.2946082596543,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Montauban",montauban,https://www.quick.fr/restaurants/montauban,"ZONE DU FUTUROPOLE 3, 82000 MONTAUBAN","ZONE DU FUTUROPOLE 3",82000,MONTAUBAN,,44.037928,1.385795,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Lille Lillenium",lille-lillenium,https://www.quick.fr/restaurants/lille-lillenium,"2 RUE DU FAUBOURG DES POSTES, LOCAL A 39 R - NIVEAU RDC, 59000 LILLE","2 RUE DU FAUBOURG DES POSTES LOCAL A 39 R - NIVEAU RDC",59000,LILLE,,50.61592,3.04802,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",7584,21870,"Factory and Co Lillenium","2 Rue du Faubourg des Postes",59000,Lille,,50.6158920,3.0481000,MISSING_TOP_HALAL,55,"name,address",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Metz Borny",metz-borny,https://www.quick.fr/restaurants/metz-borny,"2, Rue de Sarre, 57070 Metz","2, Rue de Sarre",57070,Metz,,49.11852,6.23118,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Paris Sébastopol",paris-sebastopol,https://www.quick.fr/restaurants/paris-sebastopol,"25, Boulevard Sebastopol, 75001 PARIS","25, Boulevard Sebastopol",75001,PARIS,,48.86036,2.34885,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",4695,18167,"Cartage II","35 Rue Saint-Denis",75001,Paris,,48.8599758,2.3481081,MISSING_TOP_HALAL,55,"name,address",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Saint Denis CV",saint-denis-cv,https://www.quick.fr/restaurants/saint-denis-cv,"62 RUE DE LA REPUBLIQUE, 93200 SAINT-DENIS","62 RUE DE LA REPUBLIQUE",93200,SAINT-DENIS,,48.936573,2.35408234,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",5947,19420,"Restaurant Sedef","8 Rue de la Charronnerie",93200,Saint-Denis,,48.9373858,2.3518427,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Besançon",besancon,https://www.quick.fr/restaurants/besancon,"27 Grande Rue, 25000 Besancon","27 Grande Rue",25000,Besancon,,47.238901,6.022556,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",703,14158,"La Corne d'Or Best Kebab","16 rue claude pouillet",25000,Besançon,,47.2391293,6.0205705,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Creil Nogent sur Oise",creil-nogent-sur-oise,https://www.quick.fr/restaurants/creil-nogent-sur-oise,"232 Avenue de l Europe, 60100 CREIL","232 Avenue de l Europe",60100,CREIL,,49.269713100176,2.4828804051779,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Amiens",amiens,https://www.quick.fr/restaurants/amiens,"35 avenue de Grèce, 80090 Amiens","35 avenue de Grèce",80090,Amiens,,49.86795,2.28056,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Paris 14",paris-14,https://www.quick.fr/restaurants/paris-14,"Cook Lane - 32 AVENUE REILLE, pour Quick, 75014 PARIS","Cook Lane - 32 AVENUE REILLE pour Quick",75014,PARIS,,48.82483,2.33918,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Non",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Limoges Jean Jaurès",limoges-jean-jaures,https://www.quick.fr/restaurants/limoges-jean-jaures,"1 rue du Clocher et 31 rue Jean Jaurès, 87000 LIMOGES","1 rue du Clocher et 31 rue Jean Jaurès",87000,LIMOGES,,45.830993,1.259065,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",3248,16707,"Délices Du Bosphore","16 rue Rafilhoux",87000,Limoges,,45.8302774,1.2604571,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Auch",auch,https://www.quick.fr/restaurants/auch,"CENTRE COMMERCIAL CARREFOUR, Avenue du Corps Francs Pommies, 32000 AUCH","CENTRE COMMERCIAL CARREFOUR Avenue du Corps Francs Pommies",32000,AUCH,,43.631679,0.582094,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Roques-sur-Garonne",roques-sur-garonne,https://www.quick.fr/restaurants/roques-sur-garonne,"8 Allée de Fraixinet, Route de villeneuve, 31120 Roques-sur-Garonne","8 Allée de Fraixinet Route de villeneuve",31120,Roques-sur-Garonne,,43.51154,1.36677,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Béthune",bethune,https://www.quick.fr/restaurants/bethune,"1 rue du Pesage , angle Wiston Churchill et rue de L'horlogerie, 62400 BETHUNE","1 rue du Pesage  angle Wiston Churchill et rue de L'horlogerie",62400,BETHUNE,,50.521663,2.648064,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Lab 997",lab-997,https://www.quick.fr/restaurants/lab-997,"45 Avenue Victor Hugo,, Parc des portes de Paris Bat264., 93300 AUBER LAB","45 Avenue Victor Hugo, Parc des portes de Paris Bat264.",93300,"AUBER LAB",,48.9030657,2.3665301,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Créteil Soleil",creteil-soleil,https://www.quick.fr/restaurants/creteil-soleil,"Centre Commercial Créteil Soleil, Pôle restauration, 94000  Créteil","Centre Commercial Créteil Soleil, Pôle restauration","94000 ",Créteil,,48.77982,2.45628,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Créteil Préfecture",creteil-prefecture,https://www.quick.fr/restaurants/creteil-prefecture,"6 Avenue de la Brèche, 94000 CRETEIL","6 Avenue de la Brèche",94000,CRETEIL,,48.782977,2.455089,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Villeurbanne Route de Genas",villeurbanne-route-de-genas,https://www.quick.fr/restaurants/villeurbanne-route-de-genas,"267 ROUTE DE GENAS, 69100 VILLEURBANNE","267 ROUTE DE GENAS",69100,VILLEURBANNE,,45.750863,4.910364,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",7322,20796,"quick hallal lyon villeurbanne","267 Route de Genas",69100,Villeurbanne,"04 78 26 33 33",45.7509027,4.9103782,MATCH_PROBABLE,80,name,UPDATE_NAME,2026-09-07T19:21:59+02:00
"Quick Ecully",ecully,https://www.quick.fr/restaurants/ecully,"4 Chemin Jean-Marie Vianney, 69130 ECULLY","4 Chemin Jean-Marie Vianney",69130,ECULLY,,45.786037,4.78371,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Istres",istres,https://www.quick.fr/restaurants/istres,"5 Allée du trident, Zone des cognets, 13800 Istres","5 Allée du trident Zone des cognets",13800,Istres,,43.499068,4.979792,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Noyelles-Godault",noyelles-godault,https://www.quick.fr/restaurants/noyelles-godault,"Zone commerciale Auchan - Rue de Beaumont, 62950 Noyelles-Godault","Zone commerciale Auchan - Rue de Beaumont",62950,Noyelles-Godault,,50.407255364543,2.9807082759155,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Arras",arras,https://www.quick.fr/restaurants/arras,"Parc des Bonnettes RN 39 , Rond Point Georges Pompidou , 62000 Arras","Parc des Bonnettes RN 39  Rond Point Georges Pompidou",62000,Arras,,50.303210632679,2.7266462683154,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Lyon République",lyon-republique,https://www.quick.fr/restaurants/lyon-republique,"15 rue de la République, 69001 Lyon","15 rue de la République",69001,Lyon,,45.765371949978,4.836077010354,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",3430,16889,"Les 3 Freres","15 Rue Neuve",69001,Lyon,,45.7653248,4.8353525,MISSING_TOP_HALAL,55,"name,address",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Saint Brice sous Forêt",saint-brice-sous-foret,https://www.quick.fr/restaurants/saint-brice-sous-foret,"Zone commerciale des champs, 6, sente de la chapelle Saint-Nicolas, 95350 Saint Brice sous forêt","Zone commerciale des champs 6, sente de la chapelle Saint-Nicolas",95350,"Saint Brice sous forêt",,48.995144596922,2.3609312617367,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Dorlisheim",dorlisheim,https://www.quick.fr/restaurants/dorlisheim,"ESPACE DE LOISIRS LE TRÈFLE, LIEU-DIT BURGWEG, 67120 DORLISHEIM","ESPACE DE LOISIRS LE TRÈFLE LIEU-DIT BURGWEG",67120,DORLISHEIM,,48.5219101,7.5010176,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Lyon Part Dieu",lyon-part-dieu,https://www.quick.fr/restaurants/lyon-part-dieu,"CC Westfied La Part Dieu - 3e étage, 17, rue du docteur Bouchut, 69003 Lyon","CC Westfied La Part Dieu - 3e étage 17, rue du docteur Bouchut",69003,Lyon,,45.761576435036,4.8568668396627,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",3354,16813,"Bar Grukk","Rue de la Part-Dieu",69003,Lyon,,45.7616341,4.8559981,MISSING_TOP_HALAL,55,"name,address",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Lyon Confluence",lyon-confluence,https://www.quick.fr/restaurants/lyon-confluence,"CC Westfield Confluence - dernier étage, 112, cours Charlemagne, 69002 Lyon","CC Westfield Confluence - dernier étage 112, cours Charlemagne",69002,Lyon,,45.741972085726,4.815977511029,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Epinay sur Seine",epinay-sur-seine,https://www.quick.fr/restaurants/epinay-sur-seine,"5, avenue Delattre de Tassigny, Autoshopping l'Ilo - Centre Commercial Auchan, 93800 Epinay sur Seine","5, avenue Delattre de Tassigny Autoshopping l'Ilo - Centre Commercial Auchan",93800,"Epinay sur Seine",,48.952835719311,2.3152563187877,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Toulon Mayol",toulon-mayol,https://www.quick.fr/restaurants/toulon-mayol,"Place Georges Pompidou, 83000 Toulon","Place Georges Pompidou",83000,Toulon,,43.12092969742,5.9388417130097,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Cabries - Plan de Campagne",cabries-plan-de-campagne,https://www.quick.fr/restaurants/cabries-plan-de-campagne,"Avenue du Plan de Campagne, 13480 Cabries","Avenue du Plan de Campagne",13480,Cabries,,43.418549170393,5.3612138262622,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Schiltigheim",schiltigheim,https://www.quick.fr/restaurants/schiltigheim,"90, route du Général de Gaulle, 67300 Schiltigheim","90, route du Général de Gaulle",67300,Schiltigheim,,48.610128603149,7.7348240695414,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Paris Opéra",paris-opera,https://www.quick.fr/restaurants/paris-opera,"27 BOULEVARD DES ITALIENS, 75002 PARIS","27 BOULEVARD DES ITALIENS",75002,PARIS,,48.871186953104,2.3353219728685,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",5343,18815,"Fine Lalla ?","23 Rue Louis le Grand",75002,Paris,"01 83 81 98 80",48.8703678,2.3338423,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Bayonne",bayonne,https://www.quick.fr/restaurants/bayonne,"8 chemin de Hayet, 64100  BAYONNE","8 chemin de Hayet","64100 ",BAYONNE,,43.492262237284,-1.4517670737582,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Auxerre",auxerre,https://www.quick.fr/restaurants/auxerre,"74, avenue Haussmann, 89000 Auxerre","74, avenue Haussmann",89000,Auxerre,,47.811603546143,3.5721504688263,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",521,13976,"Med's kebab","1 Rue Fourneaux",89000,Auxerre,,47.8120069,3.5707602,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Le Mans Nord",le-mans-nord,https://www.quick.fr/restaurants/le-mans-nord,"CC Beauregard - face Intermarché, 72000 Le Mans","CC Beauregard - face Intermarché",72000,"Le Mans",,48.028162619651,0.18099423100542,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Grand Quevilly",grand-quevilly,https://www.quick.fr/restaurants/grand-quevilly,"12 rue Paul Vaillant Couturier, 76120 Grand Quevilly","12 rue Paul Vaillant Couturier",76120,"Grand Quevilly",,49.419675196366,1.0440828590643,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Villefranche sur Saône",villefranche-sur-saone,https://www.quick.fr/restaurants/villefranche-sur-saone,"121 avenue Théodore Braun, 69400 Villefranche sur Saône","121 avenue Théodore Braun",69400,"Villefranche sur Saône",,45.982753961381,4.7425166958346,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Westfield Les 4 temps - La Défense",westfield-les-4-temps-la-defense,https://www.quick.fr/restaurants/westfield-les-4-temps-la-defense,"CC Westfield les 4 temps, 15 Le Parvis - Puteaux, 92092 Paris La Défense Cedex","CC Westfield les 4 temps 15 Le Parvis - Puteaux",92092,"Paris La Défense Cedex",,48.890816,2.236294,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Arles",arles,https://www.quick.fr/restaurants/arles,"Shopping promenade, 13200 Arles","Shopping promenade",13200,Arles,,43.705802138677,4.6434921660523,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Valenciennes - Petite fôret",valenciennes-petite-foret,https://www.quick.fr/restaurants/valenciennes-petite-foret,"CC Auchan, 90 et 120, Parc Lavoisier, 59494 Petite Foret","CC Auchan 90 et 120, Parc Lavoisier",59494,"Petite Foret",,50.381809987836,3.4758403099814,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Alès",ales,https://www.quick.fr/restaurants/ales,"AVENUE OLIVIER DE SERRES, CHEMIN DES SPORTS, 30100 ALES","AVENUE OLIVIER DE SERRES CHEMIN DES SPORTS",30100,ALES,,44.105794,4.088436,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Rosny CC",rosny-cc,https://www.quick.fr/restaurants/rosny-cc,"Centre Commercial Rosny 2 - Porte 6 - 186 Avenue du Général de Gaulle, 186 AVENUE DU GÉNÉRAL DE GAULLE, 93110 ROSNY-SOUS-BOIS","Centre Commercial Rosny 2 - Porte 6 - 186 Avenue du Général de Gaulle 186 AVENUE DU GÉNÉRAL DE GAULLE",93110,ROSNY-SOUS-BOIS,,48.882126,2.479133,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Champs-Elysées 2",champs-elysees-2,https://www.quick.fr/restaurants/champs-elysees-2,"122 Avenue des Champs Elysées, 75008 Paris","122 Avenue des Champs Elysées",75008,Paris,,48.872568,2.300255,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",5058,18530,"Le Baron","3 Rue de Washington",75008,Paris,,48.8726435,2.3011218,MISSING_TOP_HALAL,55,"name,address",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Orléans place d'Arc",orleans-place-d-arc,https://www.quick.fr/restaurants/orleans-place-d-arc,"Centre Commercial d' Arc, 45000 ORLEANS","Centre Commercial d' Arc",45000,ORLEANS,,47.907035,1.904684,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",4527,17987,"Orient Express","5 Avenue de Paris",45000,Orléans,,47.9078031,1.9047134,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Echirolles 2",echirolles-2,https://www.quick.fr/restaurants/echirolles-2,"Avenue Edmond Esmonin, 38130 ECHIROLLES","Avenue Edmond Esmonin",38130,ECHIROLLES,,45.159678,5.72147,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Maubeuge - Hautmont",maubeuge-hautmont,https://www.quick.fr/restaurants/maubeuge-hautmont,"Rue de sous le Mont, 59330 Hautmont","Rue de sous le Mont",59330,Hautmont,,50.254613777902,3.9265117559388,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Euralille",euralille,https://www.quick.fr/restaurants/euralille,"Centre commercial Westfield Euralille , entrée côté gare Lille Europe, 59777 Lille","Centre commercial Westfield Euralille  entrée côté gare Lille Europe",59777,Lille,,50.63811,3.07524,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",7630,22275,"Fresh Burritos Euralille","Avenue Willy Brandt",59777,Lille,"03 20 40 73 54",50.6372843,3.0747992,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Le Havre Montivilliers",le-havre-montivilliers,https://www.quick.fr/restaurants/le-havre-montivilliers,"Centre Commercial la Lézarde, 76290 Montivilliers","Centre Commercial la Lézarde",76290,Montivilliers,,49.523949844659,0.19193644368385,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Bordeaux Ste Catherine",bordeaux-ste-catherine,https://www.quick.fr/restaurants/bordeaux-ste-catherine,"268 - 270 rue Sainte Catherine, 33000 Bordeaux","268 - 270 rue Sainte Catherine",33000,Bordeaux,,44.831885476238,-0.57271523903671,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=",921,14376,"Delice Burger","278 Rue Sainte-Catherine",33000,Bordeaux,,44.8316577,-0.5727489,MISSING_TOP_HALAL,55,"name,address",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Rennes centre-ville",rennes-centre-ville,https://www.quick.fr/restaurants/rennes-centre-ville,"Esplanade Charles de Gaulle - 10 rue Yvonne Jean-Haffen, 35000 Rennes","Esplanade Charles de Gaulle - 10 rue Yvonne Jean-Haffen",35000,Rennes,,48.106440792318,-1.6757952258402,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",5738,19211,"Le Zelal","Boulevard Magenta",35000,Rennes,,48.1056839,-1.6740030,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Claye-Souilly",claye-souilly,https://www.quick.fr/restaurants/claye-souilly,"14, rue Jean Monnet, 77410 Claye-Souilly","14, rue Jean Monnet",77410,Claye-Souilly,,48.951686859131,2.6630277633667,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Pontarlier",pontarlier,https://www.quick.fr/restaurants/pontarlier,"44, bis rue Denis Papin, 25300 Pontarlier","44, bis rue Denis Papin",25300,Pontarlier,,46.913112640381,6.336953163147,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Dreux",dreux,https://www.quick.fr/restaurants/dreux,"2, rue René Miet, Centre commercial régional ouest, 28100 Dreux","2, rue René Miet Centre commercial régional ouest",28100,Dreux,,48.746887207031,1.34408223629,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Saint-Etienne centre 2",saint-etienne-centre-2,https://www.quick.fr/restaurants/saint-etienne-centre-2,"Rue Alexandre Pourcel, 42100 SAINT-ETIENNE","Rue Alexandre Pourcel",42100,SAINT-ETIENNE,,45.41987991333,4.3928451538086,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Tarbes",tarbes,https://www.quick.fr/restaurants/tarbes,"2, chemin de Bastillac, 65000 Tarbes","2, chemin de Bastillac",65000,Tarbes,,43.224216765886,0.044293692346011,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Marignane Saint-Victoret",marignane-saint-victoret,https://www.quick.fr/restaurants/marignane-saint-victoret,"LIEU-DIT LES RAUMETTES, AVENUE DU 8 MAI 1945, 13730 SAINT-VICTORET","LIEU-DIT LES RAUMETTES AVENUE DU 8 MAI 1945",13730,SAINT-VICTORET,,43.417466,5.229159,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Paris Barbès",paris-barbes,https://www.quick.fr/restaurants/paris-barbes,"1 - 3 rue de Clignancourt, 75018 Paris","1 - 3 rue de Clignancourt",75018,"Paris ",,48.883623572247,2.3468999601332,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",4988,18460,Semra,"27 Rue de Clignancourt",75018,Paris,,48.8854804,2.3471849,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Romans sur Isère",romans-sur-isere,https://www.quick.fr/restaurants/romans-sur-isere,"24 rue Louis Vinay, 26100 Romans sur Isère","24 rue Louis Vinay",26100,"Romans sur Isère",,45.0500963,5.0781787,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
